ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	FABP5_RNA	FABP4_RNA	FABP12_RNA	BAAT_RNA	FABP7_RNA	SLC27A4_RNA	CD36_RNA	FABP1_RNA	ABCA1_RNA	SLC27A3_RNA	SLC27A1_RNA	FABP2_RNA	FABP6_RNA	CEL_RNA	SLC27A6_RNA	LIPA_RNA	FABP9_RNA	ACOT6_RNA	FABP3_RNA	ACSBG1_RNA	ACSBG2_RNA	ACSL4_RNA	SLC27A2_RNA	ACSL6_RNA	ACSL5_RNA	ACSL1_RNA	ACSL3_RNA	meta
LCS_536	968.628452432619	3163.35025632939	4131.97870876201	0.351602712982951	7.30400048325904	2.73998364871935	2.20569824670627	10.6420885657195	2.88197490723762	7.21124490940454	4.0737211688809	5.3498629396716	8.66460890711098	6.19714242593248	5.97892021666975	2.32221011195291	4.70460946078099	4.84792867406139	2.92327130399167	6.49531602811033	2.70155830394782	3.05482347645767	4.63490903603804	4.60169684299851	3.53806173972861	7.9459025437168	8.36790968790577	4.02991819833181	8.11249444122099	9.0086942866069	8.41337282016295	19.0875
LCS_537	-374.365567996126	3921.32548775548	3546.95991975935	0.430599181892479	4.81478339802256	2.94929923492775	2.29436506947467	11.3311578479209	2.88047691454983	6.81854217217774	4.73045405909751	10.4455063969712	8.42290926183645	6.26563364542047	5.96480134175107	2.31098963309143	4.91282728887094	5.15116807237565	3.05495853138093	6.57822006212603	2.86980794598199	2.89456009243663	4.68322188354276	4.90263397421844	3.71964703682628	9.22525021044791	9.33779398912012	4.24150839551847	8.61362643188973	9.51808989439804	8.09634202559855	16.871
LCS_539	-1246.96105932859	571.711710387345	-675.249348941243	0.874753991438372	4.73968878412459	3.06722572407868	2.2599433377205	10.5185284548021	3.04284977435104	7.15953985876071	6.34613750963704	10.4820056952333	8.45891798201022	7.22801299178752	6.31469733825285	2.55407766803234	4.99440639698656	5.39916153504561	3.11579800456261	6.22246543455067	2.80280994308552	3.77238875334082	4.41507302323476	4.9483870859332	3.77148664066591	10.5997426799935	9.87759288808674	4.32882192607002	7.73213191091844	9.48876391649737	8.23007156386635	13.5028
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	5.25084907883309	3.18462608379584	2.34309764238602	10.3228930975467	2.99109352484103	6.99650805113716	4.99950196602348	10.2148950379724	7.82856415605507	7.26174515950862	6.03657532069539	2.35320525653413	4.94611463657158	5.41371493301527	3.07335382671535	6.52913108836857	2.82137694494556	3.14687430423651	4.67960580315225	4.91047477129649	3.82726326331078	6.53626568801625	9.07586094406293	4.86514601176351	7.24202313727812	9.81144437394419	7.56802355506995	13.5028
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	5.29983743258492	2.77273370888705	2.39515274009569	8.8540341918325	2.84242222583253	6.95473917981748	4.4626759325948	11.5552015149339	8.83590456609814	6.30829093492062	5.93756378173073	2.54925063211067	4.72490091059227	5.15631157035382	2.94910059897007	6.37851168372232	2.79916079880633	2.96640617349458	5.03554891567953	4.76667120428635	3.49668532858526	10.300659651053	8.4722757923128	4.06069850670548	7.67739226052871	8.68870564887847	9.19122150959731	13.5028
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	4.64172578148283	2.70908301647299	2.3692229352641	11.1548001333436	2.86129540389844	6.88806056598094	3.96802365021951	11.4595674397209	8.4533691434591	6.39026290214695	6.0186470438795	2.32478471034482	4.86699247506463	5.32308236549136	2.97846391402886	6.28327494691768	2.80368829095984	2.77079030605838	4.50448757815253	4.80969432220818	3.67939501027499	8.84971568213617	8.60975349722971	4.16123426429607	8.36880025473755	9.19580652313463	8.02954058627038	23.7555
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	4.81973204428263	2.98533518168976	2.38472841136493	11.1372498713781	3.08254135422622	7.08582984323874	4.70313523231804	11.2194013031045	8.93225674181858	6.7861972119625	6.37857008558954	2.54647702434281	5.17409315888766	5.31479010187667	3.21980676267814	5.92481153670031	2.84349683221251	3.48063929461168	4.82752395860813	4.9153445922714	3.85053591002084	5.68901228962049	9.7242104513009	4.3773079588764	8.80373076582629	10.2447947292633	7.01715812942362	13.5028
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	4.73970612463332	3.00645018572279	2.41745833103898	11.4805434862587	2.85723695844399	6.75377556701484	4.83267661599823	10.7864759196129	9.23867494862987	6.24841667881864	6.11832736172862	2.64607886607747	4.86546117521388	5.34476112650069	2.97561437615918	5.8654479963068	2.98145989213171	3.25441263424906	4.63906956836581	4.80781192070979	3.71521561401561	8.31379160821903	7.99178807950051	4.60680020724249	9.11696349888438	9.2442948163034	8.199265000278	13.5028
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	4.88123667591089	2.99066228973219	2.3080497069692	10.7217862087597	2.93248239955815	6.42891215302363	5.10213726503167	11.5182513275242	9.16201325503816	6.67132491893312	5.97024851367393	2.40285163363504	4.93291642031066	5.32680157217247	3.02772746357243	6.56015429766954	2.78466015811879	2.96041462206753	4.98124993110584	4.93977228828672	3.75619897571411	10.528240311199	10.0795348032366	4.35793500058353	8.02453045736388	9.40223770037874	7.93164302695057	16.5403
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	4.8802735651851	2.6050136861216	2.23839269792841	7.53212723498214	2.8738517144254	6.73932048680753	3.55596100762062	8.348805963687	8.11697273042751	7.01212827738915	6.13366068353764	2.34767225848034	4.909730722589	5.44661858609781	3.05484702981695	5.67523707227128	2.68224684406417	3.15356452347706	4.57117397560371	4.89132720451049	3.78569968555763	9.75525220539907	6.26713273046151	4.24524528603457	5.76193121004535	7.20634802460067	7.69664995729241	13.5028
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	4.8034195733318	3.12538835377715	2.30027032545493	10.7381756223338	2.98421754174965	6.91427558882507	5.26353268213546	9.98179665976527	8.54135993740912	7.41938143493108	5.8792597412696	2.34043109763843	4.90505534653921	5.411579289028	3.04808327552597	6.43942078456744	2.990045001083	3.00672397765165	4.58795867822276	4.74186017144644	3.69819749782031	10.6118154439735	8.45750418672071	4.26161829987198	8.52237305203461	9.13116458094566	7.71984243541426	18.4703
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	5.55935853131959	4.60721111159553	2.27796894082305	10.9855937829632	2.92316353682884	7.18123838091798	4.11815523176898	11.8425008218567	8.04272899342144	6.75101150425077	6.33551897338473	2.30795255491147	4.93055676088581	5.36015898734479	2.89073326821944	6.28219424418604	2.8285748928154	2.76487558088848	4.90406081219041	4.80084514610133	3.63679161834269	9.16235798390373	9.97695802098296	4.42135175683084	8.93611348588137	10.0251262042812	7.98011057149362	16.7805
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	4.97720943366571	2.61596710960732	2.27835295647842	9.55834218491415	2.88023724406997	7.4573787843148	3.67106930448306	10.4993993893651	7.81235629046803	7.32201780972676	6.18837728669603	2.2750476654462	5.05936419679195	5.49824228474327	3.0640830182991	6.86758390056015	2.77458346381056	2.920308520889	4.95909624493407	5.05187121198709	3.79595268551394	10.5239180901709	10.1725203220223	4.40482355951028	7.61239962328153	9.31722489711736	7.90599599414519	13.5028
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	4.79604390416959	2.95538498363669	2.46384256717458	9.89240817096843	3.10321359808787	6.49682900783756	4.43808401938731	5.3704236627721	8.35216284870129	6.80959255731002	6.07484727291766	2.56285061454958	5.09186563297446	5.17864295579792	3.26902435118128	6.88605589510379	2.93216309013658	3.49497075721235	5.57609642587707	4.83806419861824	3.94702150954038	6.70918809396649	9.85919505207603	4.20058236533029	8.27142277507613	7.93102002598046	8.31277201994757	17.3877
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	4.94059177639799	3.38978973758947	2.2067116992247	10.4404626409806	2.88462517147962	6.76435791687196	4.36200357762295	11.0268574579568	9.15509740167759	6.57092352162518	5.90892111568702	2.32657799859467	4.6964660601637	5.14701914869488	2.93246409815303	6.4180201188915	2.91162510151352	3.2780035295645	4.41054094746414	4.5708247995729	3.60221282450174	10.6233066506244	8.90171352135581	4.1445301069853	8.74060663823047	10.3309732619919	8.79557166362465	16.8317
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	5.05739836341754	3.29905965804341	2.23961489092085	10.1682130977795	2.92716327240837	6.96321940368742	5.34315169307582	10.645342592795	8.60848681203821	6.78311907500149	6.13405372294449	2.53995024515972	4.88112589807725	5.24620768944934	2.98080516579415	6.51270534090689	2.92843706833211	3.08606400849498	4.92007630459416	4.7323871709492	3.67301268850929	10.2665344780013	9.12306225401476	4.35134903957479	10.2067927640529	9.11871974238633	7.97924316901111	19.0215
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	4.72200286065134	3.07787789810255	2.2783046593277	9.93205192753626	2.89616003957118	6.72656393340669	4.41141531646521	10.7556628355137	9.16073531876781	6.22009682790062	6.04750429808927	2.77046502878097	4.91671726432155	5.35152486457073	3.07883985146389	6.40170224182494	2.89787126147286	3.27732103834949	4.56722405901218	4.71295513475851	3.67089383180507	10.4477279491272	10.176804343852	4.2482716625916	8.06079507109786	9.84273813724844	7.69287113450804	13.5028
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	5.01277009044787	3.01130594988756	2.4686136307817	9.36448772314309	3.15121329928462	7.09660354376161	4.19531419527211	4.84117528175646	8.04118819587389	6.11774219483337	6.00689788230765	2.65482373051414	5.41960741011831	5.23905703323334	3.05686972085462	6.81365863592895	3.21020915283258	3.28581053127767	4.52151782572079	4.95619247342983	3.91081106887043	7.48631115664616	4.43745881932996	4.22906929695773	5.82979907471573	6.29070288273101	6.82362875865612	18.4899
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	4.67298730128724	3.24494764733936	2.28773312219991	11.4341177023801	2.94133253320517	7.54469835744498	6.23797053633802	9.13749226811087	8.47425507335034	6.21899818595282	6.24666736239307	2.45861797538536	4.78149574739573	5.14490674176491	3.16425081645805	6.58877430393037	2.94870874113622	3.97191564910767	4.67435492525797	4.74942464741082	3.77273215994304	5.02568719478959	10.7354838755547	4.62833697849018	10.36581624999	10.2265026049145	7.23868218769644	15.1677
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	5.30176335665194	3.12112459016735	2.39464938521165	10.237087212259	2.86718452272246	6.69616666274001	4.65406466967865	11.3646478085933	9.83785736940204	6.3474983982152	5.93458218855955	2.41159196807479	4.92435968382595	5.14752015859023	2.98507296269778	6.54899006939596	2.81629960904537	3.0165918275621	5.03541473548425	4.79895584727853	3.67465048384926	11.263377004606	9.56536821475409	4.09240440099202	7.75028501728092	10.5989602249931	9.16517347589598	13.5028
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	4.95811903314918	2.84628517904006	2.26491600744372	11.082984594132	2.87889532698641	7.26025180543057	5.12400344264492	11.3581179492703	8.70188819111575	6.29399901719424	6.12122115620953	2.63379363969489	4.89539589490771	5.33395974218858	3.02551825185101	6.19076535225005	3.07141755480945	3.27722724402361	4.96533869746455	4.86279315210985	3.74541085622106	5.8821328568954	10.1401772816218	4.54777608421991	9.20416629844904	10.524737298456	7.61839633022937	16.2613
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	5.06425572007554	3.55655892748536	2.22507141583976	10.894563351979	2.89971876382655	6.95263810811967	4.54589656677689	10.6228318816972	8.40261195373557	6.79127744879657	6.12892692005445	2.35371518340442	4.87306339523948	5.31797176393991	2.97194724548368	5.95555607975813	2.70850450442252	3.14987984847675	4.75001282071947	4.87173780031052	3.58970057019113	7.09954872318088	9.74849561914637	4.3865316481555	8.41987933356914	9.73352048824415	7.28684490964684	18.3245
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	4.65066029471043	3.10657473404103	2.28362109243235	11.3544247187619	2.84434416636719	7.14981794013173	4.47574132025142	10.7773373582331	9.38112586688898	6.38875023995645	5.96317956424897	2.58671288985422	4.86390033107911	5.16140165060984	2.98700554004454	6.70520038294102	2.86480673439324	3.30758779881942	4.61563356272945	4.86486022494973	3.63432133271072	9.22818600060823	8.99085832254577	4.45901586775216	8.75695798331082	10.2984472402338	8.76007707278719	13.5028
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	4.77208625076646	3.35584091263302	2.28807302358351	11.1345734130474	2.91579731737529	6.77445328697251	4.54278370863889	10.2519255241815	8.64652032243623	6.23282167355003	6.09687939774945	2.52209705131766	4.85222944185924	5.26380669643827	2.94446183191982	6.26241576685627	2.84774590708584	3.31285105909934	4.54803462557534	4.78209858683417	3.7188187769841	9.90940174458956	10.0477529603751	4.10393074282582	8.40180607359267	9.33698292634692	7.62420706120451	16.5439
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	4.84258897096172	3.20963926231922	2.6712822025392	10.6466251283248	3.1405626455519	6.72952821385178	4.58863180715233	9.67756532793401	9.21504293359161	6.49799653162094	6.27350888732107	2.70830193331491	5.19527859633133	5.61253425112649	3.34106131170797	6.12884233309998	2.95059437473352	3.37451933681146	4.76156205914007	5.11339698707262	3.89905793104123	5.9574240889711	9.48030165905234	4.59764514476629	8.51378261705754	10.3611998324371	7.12452108877275	18.4461
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	5.0017667446305	3.07020874558033	2.20531875733896	10.5585876840501	3.00893288850299	7.20995146557027	4.23288560093304	10.4952745049291	8.68778249024557	6.79249716080411	6.35403694331577	2.4359793345255	4.91935795835697	5.30120469660785	3.06016629056976	6.57435353930275	2.77445039074637	3.68820852413344	4.923569505816	4.98228359602932	3.77106874087312	8.69721723675808	9.44023250548025	4.61811438136165	8.20428529974784	10.3379304192029	7.65173447984701	17.2839
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	4.97882478951907	2.9792889787537	2.41212723966392	8.91405782238286	3.07883468517812	7.31483545078674	3.79899643665009	8.99348623976078	8.14333017738341	6.27978552823939	6.45532394796252	2.3921016997913	5.0688485573446	5.48036384215515	3.18801791433051	5.81491269940081	2.89112832581539	3.3875509171104	4.90929404065363	4.92007574730674	3.9360999460594	7.22499147596378	8.43661033951824	4.23171509032247	8.70168511558262	8.50941626105428	7.51436304856567	18.5062
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	5.02264696386845	2.57974976392497	2.33955208729556	10.1552900608382	3.03123015523556	7.39355055874179	3.57681428112278	7.49901973376916	8.11534600378561	7.02221678200888	5.90000542892639	2.3650222255433	4.87650333241817	5.39886889284532	2.97653567584908	6.06665127340628	2.77341152024849	3.14076096371994	4.94666819946344	4.71072052941943	3.68947916689212	8.34733660431513	6.93339546287135	4.4369133533151	8.49199739878262	8.9382970224294	8.21137113045039	18.9996
