ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLCO1B3_RNA	SLC10A1_RNA	SLCO1A2_RNA	SLC7A9_RNA	ABCC3_RNA	SLC10A2_RNA	SLCO1B1_RNA	SLC51B_RNA	ABCC4_RNA	ABCC11_RNA	BAAT_RNA	SLC51A_RNA	ABCB11_RNA	SULT2A1_RNA	meta
LCS_501	-470.672697732706	2080.42831690595	1609.75561917325	0.666508648918248	10.1726502198871	7.88151082013435	3.26327741532742	6.39254358045881	8.21951065692241	3.23776748763301	8.61493609408568	5.41405358780549	6.83633456822081	4.7523529342921	9.03762233766838	5.72745880901503	5.59776049183288	6.20113211946226	19.8917
LCS_502	673.077446092575	3014.57890163221	3687.65634772478	0.411868810235354	5.7456639846149	8.39069216692309	3.09415481524961	6.48701884476944	8.70065828573848	3.47902556335984	9.65650182064599	5.25692083164458	6.17522041392318	4.93420715638767	10.4043239491836	6.13186647968455	6.87423544483866	8.73393726825711	21.1411
LCS_503	55.3353111621776	2519.74071297875	2575.07602414093	0.55454645047659	10.7693832251347	9.62059921008727	3.53344216141025	6.28832157557416	8.78968516312116	3.24612151375654	10.1380875739065	5.27129646067949	4.13181066610796	5.26859941401027	11.5748738655826	5.99461574767391	8.46112051003053	10.0503140210933	21.5911
LCS_504	-382.683021806808	2128.26656484136	1745.58354303455	0.651513464005902	10.6020352649821	8.72454226845305	3.11870155068163	6.11283856199526	8.05501709979477	3.32786679890711	9.55148017295857	5.50196970934703	4.55039377845002	5.11076659354957	11.7988236024917	6.07210877648353	8.81366229238157	10.0707962469543	24.006
LCS_505	-1042.7325046965	1740.562055554	697.829550857494	0.760040766057954	10.6015939815432	5.1994160375586	3.32462995885054	7.36521619552453	6.83566839108335	3.24835169709893	10.5968324502081	5.44238605594186	5.28240167587916	4.96153216016701	8.6879705862026	5.86024889907178	8.39661458313386	6.55059600538633	19.5301
LCS_506	31.9338250645928	2258.86726124236	2290.80108630695	0.588777932623808	8.39365779875081	5.90521931373222	3.15597314887293	7.0369326889572	8.95566735010655	3.0602178448656	9.10496559616081	5.31116148238432	7.50099781880523	4.97009493421897	9.75499670730138	5.92952651354353	5.98945996432249	8.18058525914609	20.0651
LCS_507	-76.5914269340714	1839.28608248695	1762.69465555288	0.649605932443747	10.3196661411092	10.9418234570012	3.40532251022338	6.81566569967007	8.93253466563499	2.98474301010122	10.6783699168535	5.3519009483601	6.60108260439134	4.72727467798753	11.1604925438088	6.86813628474116	9.97145415990742	9.7085333201285	25.0691
LCS_508	-2357.11879390502	7.43541463960941	-2349.68337926541	0.966369167370311	3.78453098280226	5.04764629386574	4.4722660328046	7.41309664579319	9.32397509536583	3.16468991671819	7.21638206010858	5.5479138954902	7.04100291346569	4.99152977250824	9.67723379457423	5.9685806837981	5.43580117869149	4.84772772607191	13.4112
LCS_509	432.421691219434	3470.01141456103	3902.43310578047	0.38294037764497	5.75319345508659	4.74255837201606	3.17611734004158	4.98841075485041	7.0994910499806	3.23174000026996	5.56600362065387	5.1033082162509	8.50560793765288	4.50378723048548	10.1637635828096	5.52262817352408	3.58840785905313	6.39525116416677	20.9449
LCS_510	-1933.48920743981	413.682760319663	-1519.80644712015	0.927959237567297	9.31549137236877	7.31976385867752	3.51975012315592	6.57254867837626	6.89153451173182	3.03829086278443	9.02289196807952	5.39394765544736	3.81793245597055	5.21191104273375	9.29276467529	5.82607833278192	6.43823476028101	8.55258362525113	20.4657
LCS_511	-747.168870623609	2837.62519011353	2090.45631948992	0.612290490488028	10.2877970227773	4.91447843906019	3.73461780685269	6.5098227061267	6.97769342341351	3.0633208079684	7.91481810607126	4.87347644968477	7.89933160751469	4.52315462673885	10.1699794917332	7.02714567480784	4.81238685805912	6.56152841564146	20.3091
LCS_512	-1438.32455062577	1483.71956840484	45.3950177790673	0.818701290036842	9.67101503064689	9.96912446859107	3.10137440505288	6.54417458717437	8.47680780528185	3.31399024360825	9.15760189582467	5.77756483580176	6.7916008837566	5.12517503193994	10.6772090397436	7.21262640571355	7.83987798136998	9.86137784632435	23.6068
LCS_513	-1114.92092951233	1515.53941761458	400.618488102249	0.787660787287152	6.37530585776127	8.76631143931566	3.05944594257748	6.75555966504555	8.59417998949942	3.30764120011173	8.52263482768116	5.92667090685903	6.57783186779615	5.0145164077288	10.4416894666188	6.65156142316533	5.86448579944197	7.27895638845079	22.4304
LCS_514	-1843.02128116645	-95.5286535184085	-1938.54993468486	0.949099890773949	4.64595860855815	11.1655655233271	3.12956976751526	6.24227780845097	9.29342570905576	3.07717613990381	11.0296386073074	8.04947307615179	7.7832257248333	5.42034435394294	11.8255679369252	6.69161986232624	10.0311089645132	9.8527407207684	26.8122
LCS_515	-337.529136913069	1886.7433412681	1549.21420435503	0.673107311739951	9.66466366098125	8.25018393189529	2.93509877915464	6.64072258865752	7.91686235052166	3.17018865970657	10.5244310617397	5.20143629123347	7.13728535898138	4.7159632983248	10.377466090092	6.48680121377	7.92964241686065	8.71102830867054	22.5846
LCS_516	-1496.26422088716	391.706039614699	-1104.55818127246	0.903533688588042	11.5631269790842	10.702324897025	3.00438315136364	6.64036031974502	8.5286419129955	3.15518908997555	10.5976630533028	5.18036799242747	4.68654487476315	4.84220142154185	11.4536273808459	7.0074876953053	10.6753449087937	9.11729961194166	26.3278
LCS_517	-814.740814285405	1942.36460270668	1127.62378842127	0.717556039365337	4.04053995255181	11.1364489883453	3.25133194369037	7.32560232741346	9.36429572937423	2.98921650347206	10.5165043741278	7.29927236536663	6.93681780278246	5.36634123304961	12.0411647295165	6.10241291459806	9.28310649411615	9.73546553844584	24.0723
LCS_518	-170.056475920447	2055.63108749102	1885.57461157057	0.635787728125185	4.32598892653911	8.64661262043103	3.05376156470113	5.93401135325568	8.12877143895036	3.07416789874873	9.00195327975153	6.19679696565689	8.06321141663149	4.84082252345888	8.39961187538218	5.72224983757265	7.71201344942243	7.63207045372916	15.9133
LCS_519	-448.069378761734	1557.41726553608	1109.34788677435	0.719421950979402	5.94384687784557	8.587601872115	3.09252886829183	7.1132422749759	9.42360430179768	3.05179471127339	8.87035284527076	5.6127320133349	6.53606436269603	4.82636860427176	8.68444936532441	7.64244617943181	8.9195209203424	8.78241472346257	23.514
LCS_520	-1536.51292492728	1996.73102208341	460.218097156136	0.782240663567048	9.82169445348869	8.86753651921744	2.92139701227012	7.06858174486279	8.31596521827793	3.12442380409481	10.0232042671772	5.18139041815632	4.63795170821578	5.20729433230977	9.51090514467912	6.08282311050708	7.7902533324527	8.59089341550121	21.7229
LCS_524	-129.243492455974	1304.92145980273	1175.67796734676	0.712625254396935	5.697825599747	9.47914393962727	2.89430328424762	6.64086487389508	8.82297935190375	3.07671508994144	9.46551445378531	7.03488462672894	7.19831721829409	4.76452419629149	10.2896351907018	7.33353634769383	8.77441991673501	8.77603694888943	25.0231
LCS_525	-986.465069122892	1103.26123194575	116.796162822854	0.812638118520169	4.45313697790127	11.0177538969715	3.40390287706075	7.22718999624954	9.14068876202613	3.45599130358721	9.88217881669028	7.54676600509513	6.15997334394687	5.84017790514966	11.3998886169577	6.42854397855705	9.56148830034127	9.4700706963204	24.5158
LCS_527	-172.869873190638	2568.46854896596	2395.59867577532	0.576274704048085	10.320032701607	9.88331526767371	3.12430647525306	7.1382470443396	7.6889242124756	3.09740492701643	9.86867219690016	5.4810150287657	4.77901670254378	4.78375869560082	11.166250222642	7.70764349265927	10.0147422241252	9.97972321526685	24.763
LCS_528	-253.908643110841	4462.34285362128	4208.43421051044	0.34107459294862	3.92265371056634	5.32151345180415	3.75454253722948	5.14395229334651	6.47853980857876	3.38203302320897	3.92271887628009	5.43707507781868	5.67496086779734	4.78454949406998	5.7376271055155	6.47765969925426	5.33407467055419	3.76292083550707	15.0016
LCS_529	-1683.00775373879	386.884725608618	-1296.12302813017	0.915224593848394	11.0987148553286	7.53979866869155	3.50915012995151	6.35641985896199	7.18794642274656	3.18845821069807	8.2497094462582	4.94876778789819	5.94865852973156	4.62047162117005	10.5698012648368	6.30658731093819	9.38968964454956	8.6376242891116	23.7365
LCS_530	-1722.81588282704	881.415951816198	-841.399931010843	0.886310772109038	3.96686254622286	9.33782536266979	3.26813299782395	7.20964667086057	7.62480157454398	3.02311573890338	9.37102499751164	5.61283216090722	6.34782207004611	5.71499598283571	9.30219020390413	6.80625142296285	8.34525446640096	8.37991827466955	23.9247
LCS_536	968.628452432619	3163.35025632939	4131.97870876201	0.351602712982951	9.51867872331892	4.5761995189102	2.85436947191863	5.3970983248972	8.05117859690093	3.00679569522934	6.37754455267829	5.10775878102382	8.22140772941198	4.36057759354624	10.6420885657195	5.43337188647446	3.57226983744763	6.77958001232024	16.2229
LCS_537	-374.365567996126	3921.32548775548	3546.95991975935	0.430599181892479	4.33871603634212	9.40853160756176	2.99111062222455	7.05198536703427	7.92559920772548	3.1064448923012	9.53467830948073	5.38178432474549	5.27344962349261	4.865219802631	11.3311578479209	5.74916094022024	8.72214236126754	8.90356115131628	17.2145
LCS_539	-1246.96105932859	571.711710387345	-675.249348941243	0.874753991438372	10.0984087494383	10.0474739066271	3.05524954372549	7.39031138145618	8.7993270882437	3.10857297610176	10.3950133299002	5.530242104071	4.1725277123452	5.17515872102962	10.5185284548021	7.37823471100584	9.52576401289065	8.32549563250935	22.9692
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	3.89718500312746	8.73928578016055	3.28508277742388	6.35077631832415	9.44708900698298	3.11740452565225	9.78240417225136	5.24891145478855	8.24290439748479	4.79957002042793	10.3228930975467	5.87738380169093	7.14271836991087	7.98853110574515	17.5637
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	9.39382194757796	5.64370756959056	4.72051467988921	7.53901972786085	7.55420401784208	3.06180836877748	9.43993591218211	5.51605986522014	7.06559974864979	4.42207398395573	8.8540341918325	5.50485523498049	7.51506204370739	7.70378934512011	17.4485
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	3.55333711148641	10.8613702129259	3.43607417406944	8.4417594017114	6.69298147675521	2.93666502481406	8.41191749826082	5.5653242145093	7.61243198077925	5.03263823728962	11.1548001333436	5.8306061512739	8.75925029360887	8.53597533979016	27.9105
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	10.4843302836042	10.6454754330494	3.62200476542796	6.76627273369677	8.75549782452894	3.16784535810604	10.6013232080246	5.4358839095389	5.19539045070744	5.32896874362346	11.1372498713781	7.61880031027742	9.27877053260623	10.0747200175554	26.2639
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	10.1075242040216	9.73967210550957	3.24831687456879	7.35225969243162	8.95194838259633	3.14686725070044	10.1133348042351	5.48449844273746	5.44657023298855	4.87400171780613	11.4805434862587	7.00629385164339	10.1729684728815	9.7989685054011	22.7027
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	10.2569118867677	7.26909113066837	3.03310218906553	6.76853175836421	7.48393068900129	3.12806137899273	10.755332631374	5.14440631671737	5.39134820863567	4.72411583327764	10.7217862087597	6.08669999691484	8.93339170708126	9.45157710611334	18.8504
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	5.1040384477029	4.77272535184203	3.08623348436495	5.99740739013686	8.3977795912852	2.99051001678383	5.46887121630457	5.01603283529743	6.81940842467076	4.70070894519923	7.53212723498214	6.00983038885932	4.41019367459602	4.34901223781253	13.4112
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	9.80502435675275	7.26245345442984	2.96987001283098	7.12957159294289	8.02880137686324	3.21693043225482	9.87491988328442	5.17003428996181	6.70213495680311	4.54967304670751	10.7381756223338	6.27096580937383	4.03663716892672	8.94568457796052	23.4969
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	9.36927003763396	9.76178736949348	3.84260865502196	6.84415412783676	8.35328435761667	3.01980993753475	10.609969504049	5.49565130287263	5.95712069560982	4.90411298696078	10.9855937829632	6.97654023865389	8.71652372690244	9.93688846839149	22.2705
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	6.59623601955705	10.119137220575	2.99358649246815	7.3094553511735	8.94323565799483	3.10552962014697	9.79884171252583	5.85064153706891	7.27709738286266	5.04078974696116	9.55834218491415	6.89046912474607	5.88208665427661	7.31303293991063	21.3745
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	4.40876168333356	10.1137151591949	3.00090127694725	6.65658791057362	8.47785692067962	3.24308405049871	8.81054155073189	5.14681938672012	6.20251608665346	5.13475955101057	9.89240817096843	7.20703716428686	6.85476703698446	7.47775762398822	25.1313
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	6.24061143154042	8.97894884514114	3.07136386713485	6.5244198865256	8.00105796031388	3.00995116483916	9.42655726749705	5.88428940337045	6.22317015712331	5.05858621751108	10.4404626409806	6.94045705586929	8.81009236337011	8.62363158125837	22.8836
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	9.44484240534879	7.01154436905942	2.96013594933118	6.60223298905072	7.73759740040282	3.15727189373251	10.5609419896976	5.52681979848043	6.60151308610809	4.6835246687374	10.1682130977795	6.61567647892066	7.00620870301722	8.59325449847569	24.8273
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	10.1147190999345	9.6953964488672	3.01841715173231	6.8296105394238	8.00096202881175	3.09966114412112	9.42056366765662	5.29484160787613	4.60102602634653	4.72969096691908	9.93205192753626	6.1114963662409	8.57696611175754	7.84614401564017	20.017
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	4.32260342919218	4.89306810648591	3.16835531553173	5.26524287930896	9.30454956469756	7.45836364173709	3.88295426058646	4.88244487875836	8.80923484808367	4.6905286877525	9.36448772314309	5.63063001594863	3.95517428908989	3.85866014953251	20.2178
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	11.0421090335962	10.6008490034983	3.44555136344767	6.22256259879066	8.90847774860936	3.01022893838484	10.759983473148	5.81242271152809	4.58496965252779	5.16625800624477	11.4341177023801	6.84018343653005	10.6018308015897	10.112406640546	24.3594
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	10.9157471724309	5.68414271719608	3.16776444013751	6.75572778324232	8.40153304989108	3.05198473084666	10.2574664902244	5.53388422135118	6.06663754471299	4.77477459697491	10.237087212259	5.88440897401288	8.15001883721332	8.18507913935968	22.0483
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	11.3316704384272	9.93517324858777	3.00533865456519	6.33230338480131	8.68125185607036	3.02673493574721	10.3092129508931	5.05571879988416	5.52853527846632	4.94074638481149	11.082984594132	6.87450869395166	8.74642120902874	9.97051511464398	21.9939
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.08631416325989	10.6653222819031	2.94755184910007	7.27643915988278	8.64032113852238	3.01646423573129	9.57114018904912	5.58346953802641	8.02052990652396	5.44263361526925	10.894563351979	6.54375640797365	9.06444338612395	9.62501261866208	24.8636
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	6.54161343971933	10.4831341771931	3.26303025203158	8.02579281371934	9.19021605619357	2.938137499182	9.55086282992062	6.70204393922352	5.1828246977349	5.54785075844238	11.3544247187619	5.6871521374993	9.4827251462924	9.37347205851076	19.8054
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	10.8653808609907	10.8256897521062	3.28455932439239	6.51142179127575	8.87029475053023	3.03376293767138	10.2990360090516	6.07815218004717	7.11628932395417	4.69418761532143	11.1345734130474	6.91399062023334	9.9667149617637	9.93966065606797	24.6126
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	10.5594655556566	10.1236562155344	3.23456389835131	6.4006322952866	8.3450878810457	3.15454272823105	10.2186256620726	5.42565012259139	5.03119399397307	5.40102284969103	10.6466251283248	7.17358292123221	8.77904905722203	9.56736752659642	24.2032
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.91595000151014	9.97853723343717	3.71027595911667	6.99484100098022	8.48421187864381	2.98688411133449	9.39997329604683	5.53608205024361	7.44288532392057	4.98087281778566	10.5585876840501	7.06635325050002	8.43844674986057	9.48784201108841	24.7561
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	9.25896811934203	8.29230346785483	3.01496843851366	5.86943309390848	8.80451370168596	3.93190039287154	8.15823962401398	5.09534499054038	5.35904548263386	4.87019425093547	8.91405782238286	5.92904947426394	6.84019191090537	7.17581546431848	22.5906
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	9.2007381180219	5.23879785543702	2.90327984168981	8.24060418889421	9.49806093159449	3.04794919301442	6.18544892282507	5.19100219796217	8.30208101157481	4.63460359650021	10.1552900608382	6.35290921790419	3.62451388241672	8.19166415400814	15.5585
